index,budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,genres,keywords,production_companies,production_countries,year,month,date,spoken_languages,cast,director,exec_prod,screenplay,composer,budget_range,runtime_range,century,genre,production_company,production_country,spoken_language,overview_length,num_spoken_languages,top30cast_yn,top100directors_yn,top100exec_prod_yn,top100screenplays_yn,top100composers_yn,top100prod_comp_yn,top15prod_country_yn
1905,25000000,43931,en,My Soul to Take,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,7.001175999999999,2010-10-08,19829957,107.0,Only One Has The Power To Save Their Souls,My Soul to Take,5.2,147,"['Drama', 'Horror', 'Mystery', 'Thriller']","['soul', 'serial killer', 'slasher', 'teenager', '3d']","['Relativity Media', 'Rogue']",['United States of America'],2010.0,10.0,8.0,['English'],"['Max Thieriot', 'John Magaro', 'Denzel Whitaker', 'Zena Grey', 'Nick Lashaway']",Wes Craven,,,,20-30mil,100-110min,2010s,Drama,Relativity Media,United States of America,English,133,1,1,0,0,0,0,0,1
1906,25000000,10591,en,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",39.784026,2004-04-09,30411183,108.0,Matt never saw her coming... but all his friends had!,The Girl Next Door,6.3,824,['Comedy'],"['porn actor', 'pornographic video', 'high school', 'school party', 'blonde', 'girl next door']","['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Daybreak']",['United States of America'],2004.0,4.0,9.0,['English'],"['Emile Hirsch', 'Elisha Cuthbert', 'Timothy Olyphant', 'James Remar', 'Chris Marquette']",Luke Greenfield,Arnon Milchan,,Paul Haslinger,20-30mil,100-110min,2000s,Comedy,Regency Enterprises,United States of America,English,346,1,1,0,0,0,0,0,1
1907,25000000,10861,en,Maximum Risk,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",10.115011,1996-09-13,51702483,100.0,The Other Side of Safety.,Maximum Risk,5.2,101,"['Action', 'Adventure', 'Thriller']","['mistake in person', 'dying and death', 'twin brother', 'russian mafia']",['Columbia Pictures'],['United States of America'],1996.0,9.0,13.0,['English'],"['Jean-Claude Van Damme', 'Natasha Henstridge', 'Jean-Hugues Anglade', 'Zach Grenier', 'Paul Ben-Victor']",Ringo Lam,,,Robert Folk,20-30mil,90-100min,1990s,Action,Columbia Pictures,United States of America,English,379,1,1,0,0,0,0,1,1
1909,25000000,276907,en,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",32.854557,2015-09-09,42972994,131.0,"Love, fight, live, rule like a legend.",Legend,6.7,973,"['Crime', 'Thriller']","['biography', 'based on true story', 'gangster', 'twins']","['Working Title Films', 'Cross Creek Pictures', 'Anton Capital Entertainment (ACE)']","['United Kingdom', 'United States of America', 'France']",2015.0,9.0,9.0,['English'],"['Tom Hardy', 'Emily Browning', 'Christopher Eccleston', 'David Thewlis', 'Taron Egerton']",Brian Helgeland,Tom Hardy,,Carter Burwell,20-30mil,130-140min,2010s,Crime,Working Title Films,United Kingdom,English,420,1,1,0,0,0,0,0,1
1910,0,10074,en,Hot Rod,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",6.3095870000000005,2007-08-03,14334401,88.0,Smack destiny in the face.,Hot Rod,6.3,313,"['Action', 'Comedy']","['stuntman', 'step father', 'swimming pool', 'aftercreditsstinger']",['Paramount Pictures'],['United States of America'],2007.0,8.0,3.0,['English'],"['Andy Samberg', 'Isla Fisher', 'Bill Hader', 'Sissy Spacek', 'Danny McBride']",Akiva Schaffer,Will Ferrell,,Trevor Rabin,0-5mil,<90min,2000s,Action,Paramount Pictures,United States of America,English,344,1,1,0,0,0,0,1,1
1911,28000000,65055,en,Shark Night,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,8.363702,2011-09-02,10126458,91.0,Terror runs deep.,Shark Night,4.9,132,"['Horror', 'Thriller']","['shark attack', 'louisiana', 'dirty cop', 'shark', 'aftercreditsstinger']",['Incentive Filmed Entertainment'],['United States of America'],2011.0,9.0,2.0,"['English', 'Português']","['Sara Paxton', 'Chris Carmack', 'Joel David Moore', 'Chris Zylka', 'Dustin Milligan']",David R. Ellis,,Will Hayes,,20-30mil,90-100min,2010s,Horror,Incentive Filmed Entertainment,United States of America,English,144,2,1,0,0,0,0,0,1
1912,25,10397,en,Angela's Ashes,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",4.88794,1999-12-25,13,145.0,,Angela's Ashes,7.0,59,['Drama'],"['emigration', 'irish-american', 'hunger', 'socially deprived family', 'famine', 'alcoholism', 'brooklyn new york city']","['Paramount Pictures', 'Universal Pictures']","['Ireland', 'United States of America']",1999.0,12.0,25.0,['English'],"['Emily Watson', 'Robert Carlyle', 'Joe Breen', 'Michael Legge', 'Ciaran Owens']",Alan Parker,,Laura Jones,John Williams,0-5mil,140-150min,1990s,Drama,Paramount Pictures,Ireland,English,600,1,1,0,0,0,1,1,0
1913,25000000,200505,en,Draft Day,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",14.17009,2014-04-11,28831145,109.0,The greatest victories don't always happen on the field.,Draft Day,6.5,304,['Drama'],"['sport', 'duringcreditsstinger']","['Summit Entertainment', 'Lionsgate']",['United States of America'],2014.0,4.0,11.0,['English'],"['Kevin Costner', 'Jennifer Garner', 'Tom Welling', 'Sam Elliott', 'Terry Crews']",Ivan Reitman,Tom Pollock,Scott Rothman,John Debney,20-30mil,100-110min,2010s,Drama,Summit Entertainment,United States of America,English,240,1,1,0,0,0,0,1,1
1915,25000000,60309,en,The Conspirator,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",9.169271,2010-09-10,15478800,122.0,One bullet killed the President. But not one man.,The Conspirator,6.2,137,"['Crime', 'Drama', 'History']","['president', 'history', 'conspiracy', 'lawyer', 'trial', 'boarding house', 'military tribunal', 'historical', 'union', 'private club']","['Wildwood Enterprises', 'American Film Company']",['United States of America'],2010.0,9.0,10.0,['English'],"['Evan Rachel Wood', 'James McAvoy', 'Kevin Kline', 'Robin Wright', 'Alexis Bledel']",Robert Redford,,Gregory Bernstein,Mark Isham,20-30mil,120-130min,2010s,Crime,Wildwood Enterprises,United States of America,English,231,1,1,0,0,0,0,0,1
1916,25000000,9787,en,Lords of Dogtown,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.",8.127728,2005-06-03,13411957,107.0,"They never thought they'd be famous, but they always thought they'd be friends.",Lords of Dogtown,7.0,210,['Drama'],"['skateboarding', 'success', 'independent film', 'woman director']","['Columbia Pictures', 'TriStar Pictures']","['Germany', 'United States of America']",2005.0,6.0,3.0,"['English', 'Español']","['Emile Hirsch', 'Victor Rasuk', 'Rebecca De Mornay', 'John Robinson', 'Michael Angarano']",Catherine Hardwicke,Art Linson,,Mark Mothersbaugh,20-30mil,100-110min,2000s,Drama,Columbia Pictures,Germany,English,106,2,1,0,0,0,0,1,1
1917,25000000,293646,en,The 33,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",10.699952,2015-08-06,24902723,120.0,Hope Runs Deep,The 33,6.0,378,"['Drama', 'History']","['mining', 'chile', 'based on true story', 'survival', 'woman director', 'mining accident']","['Alcon Entertainment', 'Phoenix Pictures', 'Fabula', 'Half Circle']","['United States of America', 'Chile']",2015.0,8.0,6.0,"['Español', 'English']","['Antonio Banderas', 'Rodrigo Santoro', 'Juliette Binoche', 'James Brolin', 'Lou Diamond Phillips']",Patricia Riggen,José Luis Escolar,Michael Thomas,James Horner,20-30mil,110-120min,2010s,Drama,Alcon Entertainment,United States of America,Español,126,2,0,0,0,0,1,0,1
1918,25000000,6978,en,Big Trouble in Little China,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",29.796394,1986-05-30,11000000,99.0,Adventure doesn't come any bigger!,Big Trouble in Little China,7.1,705,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['kung fu', 'chinatown', 'magic', 'mystery']","['Twentieth Century Fox Film Corporation', 'TAFT Entertainment Pictures']",['United States of America'],1986.0,5.0,30.0,"['广州话 / 廣州話', 'English']","['Kurt Russell', 'Kim Cattrall', 'Dennis Dun', 'James Hong', 'Victor Wong']",John Carpenter,Paul Monash,David Z. Weinstein,John Carpenter,20-30mil,90-100min,1980s,Action,Twentieth Century Fox Film Corporation,United States of America,广州话 / 廣州話,394,2,1,0,0,0,0,1,1
1920,25000000,59440,en,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",51.915025,2011-09-09,23057115,140.0,Fight for Family,Warrior,7.7,1272,"['Action', 'Drama']","['bank', 'training', 'beating', 'mixed martial arts', 'teacher', 'muscleman', 'combat', 'alcoholic', 'gym', 'exercise']","['Solaris Film', 'Lionsgate', 'Mimran Schur Pictures', 'Filmtribe']",['United States of America'],2011.0,9.0,9.0,['English'],"['Tom Hardy', 'Jennifer Morrison', 'Nick Nolte', 'Joel Edgerton', 'Frank Grillo']",Gavin O'Connor,Lisa Ellzey,Gavin O'Connor,Mark Isham,20-30mil,130-140min,2010s,Action,Solaris Film,United States of America,English,617,1,1,0,0,0,0,0,1
1921,28000000,1770,en,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",8.314624,1996-10-25,16900000,132.0,"Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny.",Michael Collins,6.7,97,"['Drama', 'Thriller']","['civil war', 'fight', 'presidential election', 'freedom fighter', 'chinese civil war', 'ireland']","['Geffen Pictures', 'Warner Bros.']","['Ireland', 'United Kingdom']",1996.0,10.0,25.0,['English'],"['Liam Neeson', 'Aidan Quinn', 'Stephen Rea', 'Alan Rickman', 'Julia Roberts']",Neil Jordan,,Neil Jordan,Elliot Goldenthal,20-30mil,130-140min,1990s,Drama,Geffen Pictures,Ireland,English,183,1,0,0,0,0,1,0,0
1922,0,10655,en,Gettysburg,"Summer 1863. The Confederacy pushes north into Pennsylvania. Union divisions converge to face them. The two great armies clash at Gettysburg, site of a theology school. For three days, through such legendary actions as Little Round Top and Pickett's Charge, the fate of ""one nation, indivisible"" hangs in the balance.",5.529035,1993-10-08,25000000,254.0,,Gettysburg,6.6,90,"['War', 'Drama', 'History']","['civil war', 'independence', 'troops', 'army', 'battle', 'union soldier', 'confederate soldier', 'american civil war']","['TriStar Television', 'Esparza / Katz Productions']",['United States of America'],1993.0,10.0,8.0,['English'],"['Jeff Daniels', 'Tom Berenger', 'Martin Sheen', 'Sam Elliott', 'Stephen Lang']",Ronald F. Maxwell,,Ronald F. Maxwell,Randy Edelman,0-5mil,>200min,1990s,War,TriStar Television,United States of America,English,317,1,1,0,0,0,0,0,1
1923,25000000,8988,en,Stop-Loss,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",4.002579,2008-03-28,11207130,113.0,The bravest place to stand is by each other's side.,Stop-Loss,6.1,82,"['Drama', 'War']","['post traumatic stress  disorder', 'iraq war veteran', 'u.s. soldier', 'woman director']","['Paramount Pictures', 'Scott Rudin Productions', 'MTV Films', 'Peirce Pictures']",['United States of America'],2008.0,3.0,28.0,['English'],"['Ryan Phillippe', 'Abbie Cornish', 'Joseph Gordon-Levitt', 'Channing Tatum', 'Josef Sommer']",Kimberly Peirce,,,John Powell,20-30mil,110-120min,2000s,Drama,Paramount Pictures,United States of America,English,175,1,1,0,0,0,1,1,1
1924,25000000,15992,en,Abandon,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.",3.888776,2002-10-14,10719357,99.0,Watch who you leave behind.,Abandon,4.6,45,"['Drama', 'Mystery', 'Thriller']","['alcohol', 'detective', 'dancer', 'nightmare', 'college', 'job', 'party', 'elite', 'suspense', 'drug', 'boyfriend', 'thesis', 'pressure']","['Paramount Pictures', 'Spyglass Entertainment', 'Touchstone Pictures']","['Australia', 'United States of America']",2002.0,10.0,14.0,"['Italiano', 'English']","['Katie Holmes', 'Benjamin Bratt', 'Charlie Hunnam', 'Zooey Deschanel', 'Fred Ward']",Stephen Gaghan,Richard Vane,,,20-30mil,90-100min,2000s,Drama,Paramount Pictures,Australia,Italiano,448,2,1,0,0,0,0,1,1
1925,25000000,17707,en,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",7.296459,1999-08-13,13000000,100.0,"Their graduation present was a trip to paradise, but they never thought they would land in hell.",Brokedown Palace,6.2,111,"['Drama', 'Thriller']","['holiday', 'prison', 'thailand', 'drug', 'injustice']","['Twentieth Century Fox Film Corporation', 'Fox 2000 Pictures', 'Adam Fields Productions', 'Two Girls Productions']",['United States of America'],1999.0,8.0,13.0,"['English', 'ภาษาไทย']","['Claire Danes', 'Kate Beckinsale', 'Bill Pullman', 'Jacqueline Kim', 'Lou Diamond Phillips']",Jonathan Kaplan,A. Kitman Ho,,,20-30mil,90-100min,1990s,Drama,Twentieth Century Fox Film Corporation,United States of America,English,442,2,1,0,0,0,0,1,1
1926,14000000,77883,en,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",21.680424,2012-08-30,85446075,92.0,Fear The Demon That Doesn't Fear God,The Possession,5.8,498,"['Horror', 'Thriller']",[],"['Ghost House Pictures', 'North Box Productions']","['United States of America', 'Canada']",2012.0,8.0,30.0,['English'],"['Jeffrey Dean Morgan', 'Natasha Calis', 'Madison Davenport', 'Kyra Sedgwick', 'Rob LaBelle']",Ole Bornedal,Sam Raimi,,,10-20mil,90-100min,2010s,Horror,Ghost House Pictures,United States of America,English,208,1,1,0,0,0,0,0,1
1927,25000000,40001,en,Mrs. Winterbourne,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",7.9467690000000015,1996-04-19,10070000,105.0,The story of a girl who is going from filthy to rich,Mrs. Winterbourne,5.3,25,"['Comedy', 'Romance', 'Drama']","['role reversal', 'mistaken identity', 'train wreck']",['TriStar Pictures'],['United States of America'],1996.0,4.0,19.0,['English'],"['Shirley MacLaine', 'Ricki Lake', 'Brendan Fraser', 'Jane Krakowski', 'Loren Dean']",Richard Benjamin,,Phoef Sutton,Patrick Doyle,20-30mil,100-110min,1990s,Comedy,TriStar Pictures,United States of America,English,437,1,1,0,0,0,1,0,1
1928,25000000,64639,en,Straw Dogs,"L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",7.473455,2011-09-16,10324441,110.0,Everyone Has A Breaking Point,Straw Dogs,5.5,144,"['Drama', 'Thriller']","['southern usa', 'rape', 'bar', 'wife husband relationship', 'barn', 'machismo', 'rifle', 'home invasion']",['Battleplan Productions'],['United States of America'],2011.0,9.0,16.0,['English'],"['James Marsden', 'Kate Bosworth', 'Alexander Skarsgård', 'Dominic Purcell', 'Laz Alonso']",Rod Lurie,,David Zelag Goodman,,20-30mil,100-110min,2010s,Drama,Battleplan Productions,United States of America,English,199,1,1,0,0,0,0,0,1
1929,25000000,9903,en,The Hoax,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",5.073536,2006-10-14,11772461,116.0,Never let the truth get in the way of a good story.,The Hoax,6.4,60,"['Comedy', 'Drama']","['flying', '1970s', 'false identity', 'biography']","['Miramax Films', 'The Mark Gordon Company', 'Yari Film Group', 'Bob Yari Productions']",['United States of America'],2006.0,10.0,14.0,['English'],"['Richard Gere', 'Alfred Molina', 'Marcia Gay Harden', 'Hope Davis', 'Julie Delpy']",Lasse Hallström,Gary Levinsohn,William Wheeler,Carter Burwell,20-30mil,110-120min,2000s,Comedy,Miramax Films,United States of America,English,155,1,1,0,0,0,0,0,1
1931,32000000,20766,en,The Road,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",41.075532,2009-11-25,27635305,111.0,In a moment the world changed forever.,The Road,6.8,1087,"['Adventure', 'Drama']","['post-apocalyptic', 'dystopia', 'paternity', 'duringcreditsstinger']","['2929 Productions', 'Dimension Films', 'Nick Wechsler Productions', 'Chockstone Pictures']",['United States of America'],2009.0,11.0,25.0,['English'],"['Viggo Mortensen', 'Kodi Smit-McPhee', 'Charlize Theron', 'Robert Duvall', 'Guy Pearce']",John Hillcoat,,Joe Penhall,,30-40mil,110-120min,2000s,Adventure,2929 Productions,United States of America,English,321,1,1,0,0,0,0,0,1
1932,25000000,24264,en,Sheena,"Sheena's white parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.",4.020194,1984-08-17,5778353,117.0,,Sheena,5.0,22,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']","['africa', 'mercenary', 'adventure', 'female hero', 'jungle girl']","['Columbia Pictures Corporation', 'Delphi II Productions', 'Colgems Productions Ltd.']",[],1984.0,8.0,17.0,['English'],"['Tanya Roberts', 'Ted Wass', 'Donovan Scott', 'Elizabeth of Toro', 'France Zobda']",John Guillermin,,David Newman,,20-30mil,110-120min,1980s,Action,Columbia Pictures Corporation,,English,459,1,1,0,0,0,0,0,0
1936,25000000,9067,en,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",8.186936,1995-03-31,4064495,98.0,"In 2033, justice rides a tank and wears lip gloss.",Tank Girl,5.5,138,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']","['destroy', 'dystopia', 'reincarnation', 'desert', 'artial arts', 'woman director']",['Trilogy Entertainment Group'],['United States of America'],1995.0,3.0,31.0,['English'],"['Lori Petty', 'Ice-T', 'Naomi Watts', 'Malcolm McDowell', 'Iggy Pop']",Rachel Talalay,,Tedi Sarafian,,20-30mil,90-100min,1990s,Action,Trilogy Entertainment Group,United States of America,English,135,1,1,0,0,0,0,0,1
1938,25000000,8338,en,Blindness,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",17.603823000000006,2008-05-14,19844979,121.0,,Blindness,6.4,387,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']","['fight', 'blindness and impaired vision', 'asylum', 'leader', 'society', 'eye specialist', 'uprising', 'doomsday', 'plague']","['Rhombus Media', 'O2 Filmes', 'Téléfilm Canada', 'Bee Vine Pictures', 'Alliance Films', 'Asmik Ace Entertainment', 'GAGA', 'Fox Filmes do Brasil', 'Ancine', 'BNDES', 'Cinema Investment', 'Corus Entertainment', 'Movie Central Network']","['Brazil', 'Canada', 'Japan']",2008.0,5.0,14.0,"['日本語', 'English']","['Julianne Moore', 'Mark Ruffalo', 'Alice Braga', 'Gael García Bernal', 'Danny Glover']",Fernando Meirelles,Simon Channing Williams,Don McKellar,Marco Antônio Guimarães,20-30mil,120-130min,2000s,Drama,Rhombus Media,Brazil,日本語,175,2,1,0,0,0,0,0,0
1939,25000000,168705,en,BloodRayne,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fits of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause.",7.008216,2005-10-22,2405420,95.0,Revenge never tasted so sweet.,BloodRayne,3.5,118,"['Action', 'Adventure', 'Fantasy', 'Horror']","['vampire', 'vampire hunter', 'based on video game', 'romania']",['Boll KG'],['United States of America'],2005.0,10.0,22.0,"['English', 'Português']","['Kristanna Loken', 'Ben Kingsley', 'Michelle Rodriguez', 'Michael Madsen', 'Matthew Davis']",Uwe Boll,,,,20-30mil,90-100min,2000s,Action,Boll KG,United States of America,English,334,2,1,0,0,0,0,0,1
1940,25000000,72113,en,Carnage,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",20.011435,2011-09-16,27603069,80.0,A new comedy of no manners,Carnage,7.0,738,"['Comedy', 'Drama']","['flat', 'mobile phone', 'hamster', 'insult', 'dark comedy', 'writer', 'tulips', 'meeting', 'puke', 'pants', 'liberal']","['Wild Bunch', 'Zanagar Films', 'Canal+', 'Constantin Film Produktion', 'CinéCinéma', 'Versátil Cinema', 'SBS Productions', 'Polski Instytut Sztuki Filmowej', 'France Télévisions', 'France 2 Cinéma', 'SPI Film Studio']","['Spain', 'France', 'Germany', 'Poland']",2011.0,9.0,16.0,['English'],"['Kate Winslet', 'Jodie Foster', 'Christoph Waltz', 'John C. Reilly', 'Elvis Polanski']",Roman Polanski,Javier Méndez,Roman Polanski,Alexandre Desplat,20-30mil,<90min,2010s,Comedy,Wild Bunch,Spain,English,224,1,1,0,0,0,1,0,0
1942,0,94352,en,Cirque du Soleil: Worlds Away,"An original story featuring performances by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.",5.987486,2012-11-09,34153101,91.0,Experience a Journey Like Never Before,Cirque du Soleil: Worlds Away,6.1,58,"['Fantasy', 'Family']","['clown', 'music', 'mimes', 'cirque du soleil', 'carnies', 'aerialist']",['Reel FX Creative Studios'],['United States of America'],2012.0,11.0,9.0,['English'],"['Erica Linz', 'Igor Zaripov', 'Matt Gillanders', 'Jason Berrent', 'Dallas Barnett']",Andrew Adamson,,Andrew Adamson,,0-5mil,90-100min,2010s,Fantasy,Reel FX Creative Studios,United States of America,English,257,1,1,1,1,1,0,0,1
1943,25000000,22256,en,Without Limits,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",3.849873,1998-09-11,777423,117.0,PRE. The way he competed. The way he lived his life.,Without Limits,6.2,19,['Drama'],"['running', 'olympic games', 'sport', 'athlete']","['Cruise/Wagner Productions', 'Warner Bros.']",['United States of America'],1998.0,9.0,11.0,['English'],"['Billy Crudup', 'Donald Sutherland', 'Monica Potter', 'Jeremy Sisto', 'Matthew Lillard']",Robert Towne,,,,20-30mil,110-120min,1990s,Drama,Cruise/Wagner Productions,United States of America,English,250,1,1,0,0,0,0,1,1
1944,25000000,12404,en,Me and Orson Welles,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.",3.593165,2009-11-25,2336172,114.0,If you want to discover life learn from the master,Me and Orson Welles,6.6,49,"['Comedy', 'Drama', 'Romance']","['new york', 'based on novel', 'historical figure', 'theater', '1930s']","['Isle of Man Film', 'Freestyle Releasing', 'CinemaNX']",['United States of America'],2009.0,11.0,25.0,['English'],"['Zac Efron', 'Claire Danes', 'Christian McKay', 'Imogen Poots', 'Zoe Kazan']",Richard Linklater,Steve Christian,Vincent Palmo Jr.,Michael J. McEvoy,20-30mil,110-120min,2000s,Comedy,Isle of Man Film,United States of America,English,144,1,1,0,0,0,0,0,1
1945,13500000,152742,en,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",30.058263,2013-01-01,19255873,124.0,A Master of Possession. A Crime of Obsession,The Best Offer,7.7,704,"['Drama', 'Romance', 'Crime', 'Mystery']","['painting', 'auctioneer', 'confidence game', 'fine art', 'honey pot']","['Paco Cinematografica', 'Warner Bros.', 'Regione Lazio', 'Business Location Sudtirol Alto Adige', 'Friuli Venezia Giulia Film Commission', 'UniCredit Group']",['Italy'],2013.0,1.0,1.0,['English'],"['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks', 'Donald Sutherland', 'Maximilian Dirr']",Giuseppe Tornatore,,Giuseppe Tornatore,Ennio Morricone,10-20mil,120-130min,2010s,Drama,Paco Cinematografica,Italy,English,479,1,1,0,0,0,0,0,1
